claim_id,paper_id,year,atomic_claim,claim_index,extractor_model,prompt_hash,run_id,created_at
clm_2556cb8ebd0154a0,2022.aacl-demo.6,2022,"fastcoref is a pip-installable Python package for English coreference resolution that is fast, accurate, and easy to use.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c5383efb909f9bf1,2022.aacl-demo.6,2022,fastcoref provides an accurate mode based on the LingMess architecture that achieves state-of-the-art coreference accuracy.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b23d72830b5a4a26,2022.aacl-demo.6,2022,"fastcoref provides a faster model, F-coref, that processes OntoNotes documents in seconds on a V100 GPU, substantially faster than the LingMess model and the AllenNLP coreference model, with only a modest drop in accuracy.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_53d4c47bda03ac1f,2022.aacl-demo.6,2022,The speed of F-coref is achieved through distillation of a compact model from LingMess and an efficient batching implementation called leftover batching.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_143d7267ec9818d2,2022.aacl-short.24,2022,NGEP generates event sequences by performing inference on an automatically constructed event graph.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_7cba95d2fb8a4e6d,2022.aacl-short.24,2022,NGEP enhances generalisation ability through a neural event advisor.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_904aa07884dfe79e,2022.aacl-short.24,2022,NGEP outperforms state-of-the-art event planning approaches on event sequence generation.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_3c53f52b982013ac,2022.aacl-short.24,2022,NGEP outperforms state-of-the-art event planning approaches on downstream story generation.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e007a6a2a4dde2e6,2022.aacl-main.41,2022,An automated unsupervised approach selects dynamic-size and potentially non-contiguous citation contexts using transformer-based document representations and embedding similarities.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e6006716a2b73bb7,2022.aacl-main.41,2022,Adding non-contiguous citing sentences to citation context improves citation intent classification performance beyond previous results.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_3771fd8d54cff93a,2022.aacl-main.41,2022,Including additional context beyond the citing sentence significantly improves citation classification model performance across both domain-specific and multi-disciplinary datasets.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_be199698e553c77d,2022.aacl-demo.9,2022,Text Characterization Toolkit (TCT) enables study of characteristics of large datasets.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_26ce6b94daecbe7c,2022.aacl-demo.9,2022,Text Characterization Toolkit (TCT) provides an easy-to-use interface and off-the-shelf scripts for specific dataset analyses.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b20779e43ab24816,2022.aacl-demo.9,2022,"Text Characterization Toolkit (TCT) facilitates deeper analysis of datasets at scale for training, development, and evaluation.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b127b1d74b5814cb,2022.aacl-demo.9,2022,Text Characterization Toolkit (TCT) predicts difficult examples for given trained models.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_834b8621fd4ded8d,2022.aacl-demo.9,2022,Text Characterization Toolkit (TCT) identifies potentially harmful biases present in datasets.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_79b208bb17a244d9,2022.aacl-main.24,2022,A novel architecture uses discrete latent variables to represent dialogue actions for explainable modeling of task-oriented dialogues.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_0c28331fc76ebbcd,2022.aacl-main.24,2022,The architecture is built on variational recurrent neural networks and does not require explicit semantic annotation.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_5d681678de431308,2022.aacl-main.24,2022,"The architecture models system and user turns separately and incorporates database query modeling, enabling applicability to task-oriented dialogues while yielding interpretable action latent variables.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_1cfbb9862f9b714a,2022.aacl-main.24,2022,The model achieves superior performance with less supervision compared to previous approaches on three datasets.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_fab78441ffc04753,2022.aacl-main.24,2022,A method is introduced to measure dialogue success without expert annotation.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4965b8ac0ad5261f,2022.aacl-main.24,2022,A technique is introduced to explain the semantics of latent variables with respect to system actions.,5,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_fdb22f5575759131,2022.aacl-main.78,2022,Fine-tuning with Prompt Curriculum (FPC) is a relation extraction method that incorporates relation prompt learning to capture the semantics of relation labels.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e336d4840059e247,2022.aacl-main.78,2022,Fine-tuning with Prompt Curriculum (FPC) employs a prompt learning curriculum that progressively increases task difficulty to adapt the model to a multi-task setting.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_d15e79df2c361fb0,2022.aacl-main.78,2022,Fine-tuning with Prompt Curriculum (FPC) achieves state-of-the-art performance on four widely used relation extraction benchmarks in both fully supervised and low-resource settings.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4cb35834d7b1fab3,2022.aacl-main.26,2022,PInKS is a model that performs preconditioned commonsense inference with weak supervision.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_6a0388518edb8b92,2022.aacl-main.26,2022,PInKS attains higher Macro-F1 performance on benchmarks evaluating reasoning with preconditions of commonsense knowledge.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_1983b4091e8891b6,2022.aacl-main.26,2022,PAC-Bayesian informativeness analysis is used to evaluate the informativeness of PInKS.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e013b07a6c11dbff,2022.aacl-main.26,2022,Precision measures and an ablation study are conducted to analyze the components of PInKS.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_087fc671d2d69c8d,2022.aacl-main.86,2022,"A conceptual framework for addressing implicitness, ambiguity, and underspecification in scene description-to-depiction tasks is presented.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_14e677b35408a259,2022.aacl-main.86,2022,Generating visually ambiguous images is proposed as a strategy to mitigate textual and visual ambiguity in scene description-to-depiction systems.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_d0a52cdd6a657980,2022.aacl-main.86,2022,Generating a set of diverse images is proposed as a strategy to mitigate textual and visual ambiguity in scene description-to-depiction systems.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_1a9c4567bfbeda3c,2022.aacl-main.75,2022,VQA models exhibit performance discrepancies when evaluated on the standard VQA‑v2 dataset versus the accessibility‑focused VizWiz dataset.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b3a203b6de9a46af,2022.aacl-main.75,2022,A comparative analysis of VQA model behavior across VQA‑v2 and VizWiz highlights specific challenges and opportunities for deploying VQA in accessibility applications.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_251fb6417a48215e,2022.aacl-main.38,2022,SummVD performs unsupervised extractive summarization using singular value decomposition to represent words in a low-dimensional hidden-topic space.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_819409c9d3d8a160,2022.aacl-main.38,2022,SummVD applies word clustering to reduce vocabulary size.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_85e09be5acad1981,2022.aacl-main.38,2022,SummVD employs a linear sentence extraction heuristic for summary generation.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_053aaf34db9e044e,2022.aacl-main.38,2022,SummVD outperforms recent extractive summarization approaches in effectiveness.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e40302cb4effe924,2022.aacl-main.38,2022,"SummVD requires low computational and data resources, enabling fast summarization of long single documents and large multi-document corpora for live systems.",4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_a9d305007d325201,2022.aacl-main.27,2022,"GenTyDiQA provides well-formed complete answers for Arabic, Bengali, English, Japanese, and Russian as an extension of the TyDiQA dataset.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_fe5c1a3bac2bfbaa,2022.aacl-main.27,2022,"A cross-lingual generative model produces full-sentence answers by leveraging passages in multiple languages, including languages different from the question.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_bb441b99b597c291,2022.aacl-main.27,2022,The cross-lingual generative system outperforms answer sentence selection baselines across five languages and surpasses monolingual generative pipelines for three of those languages.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f8bd97cb5e2779fe,2022.aacl-main.27,2022,Open-domain generative question answering is extended to multilingual and cross-lingual settings.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b3f284f42fc3f667,2022.aacl-short.16,2022,PoS tags are generally more useful for sequence labeling parsers than for other parsing paradigms.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_77e4efacbc309fa4,2022.aacl-short.16,2022,The impact of PoS tag accuracy on sequence labeling parsers is highly dependent on the encoding method.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_65b9693e323382e5,2022.aacl-short.16,2022,PoS-based head-selection encoding achieves the best performance only when both tagging accuracy and resource availability are high.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_1162414a229e1402,2022.aacl-main.85,2022,"The method utilizes arc-polynomial score functions, a general framework that includes common higher-order score functions and introduces new ones.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_5a8798cded026034,2022.aacl-main.85,2022,Coordinate ascent and genetic search are used to iteratively update candidate parses through gradient-based operations.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_6db1e86206cf1d55,2022.aacl-main.85,2022,Gradient-based updates are efficiently computed using auto-differentiation libraries.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_59f6e85f39693cac,2022.aacl-main.85,2022,The method achieves performance comparable to recent state-of-the-art second-order parsers on three standard datasets.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c28ebe4a10e69c99,2022.aacl-main.7,2022,A subgraph partition algorithm partitions retrieved knowledge subgraphs into smaller sub‑KSGs.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_9a421ab13ccffd8d,2022.aacl-main.7,2022,A graph‑augmented learning‑to‑rank model selects top‑ranked sub‑KSGs.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_5e029c0c6051e58e,2022.aacl-main.7,2022,The model incorporates subgraph matching networks that capture global interactions between the question and subgraphs.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e76218d8cf3966ac,2022.aacl-main.7,2022,The model incorporates an Enhanced Bilateral Multi‑Perspective Matching component that captures local interactions.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_1b0c300742034d3f,2022.aacl-main.7,2022,Experiments on multiple benchmark datasets demonstrate that the graph‑augmented learning‑to‑rank method improves answer selection performance.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_0d27da2330d523c6,2022.aacl-main.29,2022,NEmo+ expands the BU-NEmo dataset to include a larger collection of news headline and lead image pairings with extensive crowdsourced emotion annotations.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c3dcf6156de9f8ae,2022.aacl-main.29,2022,Methods are introduced to identify news items that trigger similar versus divergent emotional responses.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_9a50dabd6294dfbc,2022.aacl-main.29,2022,NEmo+-Consensus compiles news items that elicit similar emotional responses.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ffadb5beaffdea2c,2022.aacl-main.29,2022,Benchmark models predict a person's dominant emotional response toward a target news item as a single-label prediction on the NEmo+ dataset.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_1e5f5438b248977f,2022.aacl-main.29,2022,Benchmark models predict the distribution of evoked emotional responses in humans for multi-modal news content as a multi-label prediction on the full NEmo+ dataset.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_73c374d1011fce8c,2022.aacl-main.29,2022,The single-label and multi-label prediction models achieve performance superior to baselines across multiple evaluation metrics.,5,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_2d7c1d45b15c4e40,2022.aacl-main.77,2022,Three legal case summarization datasets were developed.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_03d6151b321364f0,2022.aacl-main.77,2022,Extensive experiments compare extractive and abstractive (supervised and unsupervised) summarization methods on the three legal case summarization datasets.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_8146b76a5af18135,2022.aacl-main.77,2022,Evaluation by law practitioners provides insights into legal summarization and long document summarization.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_efa782230377306b,2022.aacl-main.11,2022,A new challenge set for SPARQL-to-text question generation is introduced.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f38f77e5bad51bbe,2022.aacl-main.11,2022,Four knowledge-based QA corpora are homogenized to create a unified dataset for SPARQL-to-text question generation.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_dbb319fa9cee8b24,2022.aacl-main.11,2022,The impact of different training setups on SPARQL-to-text question generation is analyzed using pretrained T5 and BART models.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_abe88d0961ed57f3,2022.aacl-main.11,2022,Simple questions and frequent SPARQL query templates are processed well by current pretrained T5 and BART models.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4757c63d4dae2d29,2022.aacl-main.11,2022,Complex questions and conversational phenomena such as coreferences and ellipses remain difficult for current pretrained T5 and BART models.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4c1c16f935d800da,2022.aacl-main.50,2022,A knowledge representation learning method for food knowledge graphs encodes entities and relations with a pre-trained language model to incorporate contextual information.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_570e05f25905ed63,2022.aacl-main.50,2022,The method is trained on masked entity prediction and triple plausibility prediction tasks.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_1bf61db55d7b70d1,2022.aacl-main.50,2022,A set of adversarial sample generation strategies for food substitutions is introduced to evaluate the learned food knowledge graph embeddings.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_58847fbddabba81b,2022.aacl-main.50,2022,Multiple strategies are introduced to generate context-aware recipe and ingredient substitutions and to provide generalized ingredient substitutions for diverse user needs.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_a07ef8839d34b90b,2022.aacl-main.50,2022,Extensive evaluations on a large-scale food knowledge graph demonstrate the effectiveness and efficiency of the knowledge graph learning method and the adversarial substitution strategies.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_cc71ea46f6d5cd57,2022.aacl-short.10,2022,Eye-tracking data from speakers of 13 languages reading in their native language and in English are analyzed to assess alignment between human fixation patterns and Transformer attention.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_09572a36e9383d9d,2022.aacl-short.10,2022,Alignment between human fixation patterns and Transformer attention differs considerably across languages.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c696dac8899c20e9,2022.aacl-short.10,2022,"Individual reading behaviors such as skipping rate, total reading time, and vocabulary knowledge modulate the alignment between humans and models.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e405f8cbe6905ff7,2022.aacl-main.23,2022,"An annotated dataset of 10,000 Bengali social media posts, comprising 5,000 posts in native script and 5,000 Romanized Bengali posts, is created.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_36b2ba3f8f66f332,2022.aacl-main.23,2022,Baseline classification models are implemented for detecting hateful and offensive content in Bengali posts.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b9d68b886a1c868d,2022.aacl-main.23,2022,An interlingual transfer mechanism is explored to improve classification performance on Bengali hate speech detection.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_da61125341109f03,2022.aacl-main.23,2022,An error analysis is conducted on misclassified posts to investigate model failures.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_07256c9dec1c6ba4,2022.aacl-main.23,2022,XLM-Roberta achieves the highest performance when training on native script and Romanized Bengali datasets separately.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f382e438977e9993,2022.aacl-main.23,2022,MuRIL outperforms other models in joint training and few-shot training settings by better interpreting semantic expressions.,5,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_5a513ba8af128d1e,2022.aacl-main.87,2022,Knowledge Retrieval-Augmented Multimodal Transformer (KRAMT) treats named visual entities in an image as a gateway to encyclopedic knowledge and leverages them with natural language queries to ground relevant knowledge.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_da1711f5c518592e,2022.aacl-main.87,2022,KRAMT integrates visual content and grounded knowledge to learn alignment between images and search queries.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_a3cb34c727d10724,2022.aacl-main.87,2022,KRAMT enables image search that requires commonsense and factual reasoning.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_112ad61e0668d6e1,2022.aacl-main.87,2022,COFAR dataset is introduced for evaluating image search with commonsense and factual reasoning.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_45d8c460827f1d42,2022.aacl-main.87,2022,Retrieval performance of KRAMT is evaluated and compared with related approaches on the COFAR dataset.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_34322d73272b9b93,2022.aacl-short.28,2022,An adversarial example generation method based on confusion sets creates training data for neural machine translation models to improve robustness to automatic speech recognition errors.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c59d662d535c5033,2022.aacl-short.28,2022,The adversarial example generation method selects replacements using acoustic relations rather than uniform or unigram sampling from confusion sets.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_973a709cc01b8947,2022.aacl-short.28,2022,Adversarial training with the proposed confusion-set-based examples improves neural machine translation robustness on hand‑crafted and real‑world noisy test sets compared to previous methods.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f7daecd73704dbf1,2022.aacl-short.28,2022,The proposed approach also yields improvements on clean test sets.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_7f5cbfa2b4806d52,2022.aacl-main.69,2022,A two-stage training framework learns the frequency of semantic units in source text in an unsupervised manner.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_2cefcef65bea619b,2022.aacl-main.69,2022,"During inference, the model selects sentences containing high-frequency semantic units to generate summaries.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_d7a31fb7b683ae21,2022.aacl-main.69,2022,The model outperforms other unsupervised methods on the CNN/Daily Mail summarization task.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_dd6500c9e9ae6efc,2022.aacl-main.69,2022,The model achieves competitive ROUGE scores with far fewer parameters than several large-scale pre-trained models.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_cb58d531130f7003,2022.aacl-main.69,2022,"The model can be trained under low-resource language settings, enabling use where pre-trained models are not applicable.",4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_dcc16e806febd93c,2022.aacl-main.6,2022,"Debiasing methods are evaluated across binary classification (Twitter sentiment), multi-class classification (profession prediction), and regression (valence prediction) tasks.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4ff1325291409eb7,2022.aacl-main.6,2022,"Data conditions, including target class imbalance and stereotyping, strongly influence the relative performance of debiasing methods.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_a00f8d40f1efa68b,2022.aacl-main.6,2022,Evaluating debiasing methods only on standard datasets does not allow reliable general conclusions about their efficacy.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_2001807765c7eecc,2022.aacl-short.13,2022,NERDz is a manually annotated dataset of named entities for the Algerian vernacular dialect.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_8df0df6bae67c07e,2022.aacl-short.13,2022,"NERDz comprises parallel entity annotations in Latin, Arabic, and code-switched scripts.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_778060c6a73205a2,2022.aacl-short.13,2022,A detailed overview of the NERDz annotations and inter-annotator agreement measures is provided.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_581eee4cb328f617,2022.aacl-short.13,2022,Two preliminary baselines for NERDz are defined using a neural sequence labeling approach and an Algerian BERT model.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_5604751a2f35a895,2022.aacl-short.13,2022,Annotation guidelines and the NERDz annotations are released for future work.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_94423f5efdef846a,2022.aacl-main.9,2022,WAX is a large crowd-sourced dataset of English word associations with explanations and high-level relation type labels.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_69653899760f2a11,2022.aacl-main.9,2022,An analysis of the explanations provided in WAX is presented.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ea07230269dbf3f9,2022.aacl-main.9,2022,Several tasks are designed to probe the extent to which current pre-trained language models capture the underlying relations in WAX.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
