claim_id,paper_id,year,cluster,cluster_name
7565,2022.emnlp-main.539,2022,37,"political, social, language"
7566,2022.emnlp-main.539,2022,37,"political, social, language"
7567,2022.emnlp-main.581,2022,7,"summarization, summaries, summary"
7568,2022.emnlp-main.581,2022,7,"summarization, summaries, summary"
7569,2022.emnlp-main.581,2022,7,"summarization, summaries, summary"
7570,2022.emnlp-main.545,2022,6,"visual, vision, image"
7571,2022.emnlp-main.545,2022,6,"visual, vision, image"
7572,2022.emnlp-main.545,2022,6,"visual, vision, image"
7573,2022.emnlp-main.545,2022,6,"visual, vision, image"
7574,2022.emnlp-main.666,2022,-1,noise
7575,2022.emnlp-main.666,2022,56,"attention, training, pruning"
7576,2022.emnlp-main.666,2022,56,"attention, training, pruning"
7577,2022.emnlp-main.210,2022,-1,noise
7578,2022.emnlp-main.210,2022,-1,noise
7579,2022.emnlp-main.210,2022,50,"code, commit, program"
7580,2022.emnlp-main.210,2022,50,"code, commit, program"
7581,2022.emnlp-main.248,2022,46,"agent, agents, action"
7582,2022.emnlp-main.248,2022,78,"language, large, tuning"
7583,2022.emnlp-main.248,2022,78,"language, large, tuning"
7584,2022.emnlp-main.554,2022,33,"generation, text, language"
7585,2022.emnlp-main.554,2022,63,"topic, topics, btr"
7586,2022.emnlp-main.554,2022,33,"generation, text, language"
7587,2022.emnlp-main.418,2022,-1,noise
7588,2022.emnlp-main.418,2022,-1,noise
7589,2022.emnlp-main.816,2022,7,"summarization, summaries, summary"
7590,2022.emnlp-main.816,2022,7,"summarization, summaries, summary"
7591,2022.emnlp-main.816,2022,7,"summarization, summaries, summary"
7592,2022.emnlp-main.816,2022,7,"summarization, summaries, summary"
7593,2022.emnlp-main.132,2022,-1,noise
7594,2022.emnlp-main.132,2022,71,"multilingual, lingual, language"
7595,2022.emnlp-main.132,2022,71,"multilingual, lingual, language"
7596,2022.emnlp-main.132,2022,71,"multilingual, lingual, language"
7597,2022.emnlp-main.132,2022,71,"multilingual, lingual, language"
7598,2022.emnlp-main.820,2022,-1,noise
7599,2022.emnlp-main.820,2022,11,"dialogue, dialog, dialogues"
7600,2022.emnlp-main.820,2022,24,"response, generation, responses"
7601,2022.emnlp-main.690,2022,-1,noise
7602,2022.emnlp-main.690,2022,8,"adversarial, attacks, attack"
7603,2022.emnlp-main.690,2022,-1,noise
7604,2022.emnlp-main.828,2022,11,"dialogue, dialog, dialogues"
7605,2022.emnlp-main.828,2022,11,"dialogue, dialog, dialogues"
7606,2022.emnlp-main.828,2022,11,"dialogue, dialog, dialogues"
7607,2022.emnlp-main.828,2022,11,"dialogue, dialog, dialogues"
7608,2022.emnlp-main.828,2022,11,"dialogue, dialog, dialogues"
7609,2022.emnlp-main.214,2022,-1,noise
7610,2022.emnlp-main.214,2022,-1,noise
7611,2022.emnlp-main.214,2022,15,"shot, zero, learning"
7612,2022.emnlp-main.214,2022,-1,noise
7613,2022.emnlp-main.214,2022,57,"retrieval, dense, retrievers"
7614,2022.emnlp-main.25,2022,6,"visual, vision, image"
7615,2022.emnlp-main.25,2022,6,"visual, vision, image"
7616,2022.emnlp-main.25,2022,6,"visual, vision, image"
7617,2022.emnlp-main.641,2022,25,"medical, clinical, radiology"
7618,2022.emnlp-main.641,2022,25,"medical, clinical, radiology"
7619,2022.emnlp-main.641,2022,25,"medical, clinical, radiology"
7620,2022.emnlp-main.641,2022,25,"medical, clinical, radiology"
7621,2022.emnlp-main.641,2022,25,"medical, clinical, radiology"
7622,2022.emnlp-main.693,2022,56,"attention, training, pruning"
7623,2022.emnlp-main.693,2022,-1,noise
7624,2022.emnlp-main.693,2022,-1,noise
7625,2022.emnlp-main.550,2022,-1,noise
7626,2022.emnlp-main.550,2022,-1,noise
7627,2022.emnlp-main.550,2022,-1,noise
7628,2022.emnlp-main.550,2022,-1,noise
7629,2022.emnlp-main.550,2022,-1,noise
7630,2022.emnlp-main.550,2022,-1,noise
7631,2022.emnlp-main.65,2022,43,"translation, machine, neural"
7632,2022.emnlp-main.65,2022,43,"translation, machine, neural"
7633,2022.emnlp-main.65,2022,42,"speech, translation, end"
7634,2022.emnlp-main.718,2022,-1,noise
7635,2022.emnlp-main.718,2022,-1,noise
7636,2022.emnlp-main.718,2022,-1,noise
7637,2022.emnlp-main.718,2022,68,"question, answering, questions"
7638,2022.emnlp-main.489,2022,11,"dialogue, dialog, dialogues"
7639,2022.emnlp-main.489,2022,-1,noise
7640,2022.emnlp-main.489,2022,-1,noise
7641,2022.emnlp-main.489,2022,11,"dialogue, dialog, dialogues"
7642,2022.emnlp-main.489,2022,11,"dialogue, dialog, dialogues"
7643,2022.emnlp-main.314,2022,-1,noise
7644,2022.emnlp-main.314,2022,-1,noise
7645,2022.emnlp-main.255,2022,-1,noise
7646,2022.emnlp-main.255,2022,-1,noise
7647,2022.emnlp-main.255,2022,-1,noise
7648,2022.emnlp-main.255,2022,53,"graph, knowledge, completion"
7649,2022.emnlp-main.402,2022,-1,noise
7650,2022.emnlp-main.402,2022,-1,noise
7651,2022.emnlp-main.402,2022,53,"graph, knowledge, completion"
7652,2022.emnlp-main.402,2022,-1,noise
7653,2022.emnlp-main.598,2022,51,"reading, comprehension, readability"
7654,2022.emnlp-main.598,2022,68,"question, answering, questions"
7655,2022.emnlp-main.598,2022,56,"attention, training, pruning"
7656,2022.emnlp-main.305,2022,-1,noise
7657,2022.emnlp-main.305,2022,-1,noise
7658,2022.emnlp-main.305,2022,78,"language, large, tuning"
7659,2022.emnlp-main.305,2022,-1,noise
7660,2022.emnlp-main.305,2022,-1,noise
7661,2022.emnlp-main.305,2022,-1,noise
7662,2022.emnlp-main.165,2022,37,"political, social, language"
7663,2022.emnlp-main.165,2022,27,"causal, llm, judge"
7664,2022.emnlp-main.165,2022,-1,noise
7665,2022.emnlp-main.221,2022,-1,noise
7666,2022.emnlp-main.221,2022,74,"embeddings, sentence, embedding"
7667,2022.emnlp-main.349,2022,53,"graph, knowledge, completion"
7668,2022.emnlp-main.349,2022,56,"attention, training, pruning"
7669,2022.emnlp-main.349,2022,53,"graph, knowledge, completion"
7670,2022.emnlp-main.22,2022,-1,noise
7671,2022.emnlp-main.22,2022,35,"hate, offensive, speech"
7672,2022.emnlp-main.399,2022,7,"summarization, summaries, summary"
7673,2022.emnlp-main.399,2022,-1,noise
7674,2022.emnlp-main.399,2022,-1,noise
7675,2022.emnlp-main.601,2022,59,"query, passage, question"
7676,2022.emnlp-main.601,2022,59,"query, passage, question"
7677,2022.emnlp-main.601,2022,59,"query, passage, question"
7678,2022.emnlp-main.601,2022,59,"query, passage, question"
7679,2022.emnlp-main.601,2022,-1,noise
7680,2022.emnlp-main.121,2022,34,"simplification, text, edit"
7681,2022.emnlp-main.401,2022,58,"relation, extraction, document"
7682,2022.emnlp-main.401,2022,58,"relation, extraction, document"
7683,2022.emnlp-main.401,2022,58,"relation, extraction, document"
7684,2022.emnlp-main.266,2022,9,"clause, definition, contract"
7685,2022.emnlp-main.266,2022,9,"clause, definition, contract"
7686,2022.emnlp-main.266,2022,9,"clause, definition, contract"
7687,2022.emnlp-main.176,2022,63,"topic, topics, btr"
7688,2022.emnlp-main.176,2022,63,"topic, topics, btr"
7689,2022.emnlp-main.176,2022,63,"topic, topics, btr"
7690,2022.emnlp-main.176,2022,63,"topic, topics, btr"
7691,2022.emnlp-main.77,2022,78,"language, large, tuning"
7692,2022.emnlp-main.77,2022,56,"attention, training, pruning"
7693,2022.emnlp-main.77,2022,56,"attention, training, pruning"
7694,2022.emnlp-main.77,2022,56,"attention, training, pruning"
7695,2022.emnlp-main.77,2022,-1,noise
7696,2022.emnlp-main.818,2022,20,"argument, argumentative, arguments"
7697,2022.emnlp-main.818,2022,20,"argument, argumentative, arguments"
7698,2022.emnlp-main.821,2022,68,"question, answering, questions"
7699,2022.emnlp-main.821,2022,68,"question, answering, questions"
7700,2022.emnlp-main.821,2022,68,"question, answering, questions"
7701,2022.emnlp-main.821,2022,68,"question, answering, questions"
7702,2022.emnlp-main.821,2022,-1,noise
7703,2022.emnlp-main.211,2022,-1,noise
7704,2022.emnlp-main.211,2022,61,"sql, text, schema"
7705,2022.emnlp-main.211,2022,61,"sql, text, schema"
7706,2022.emnlp-main.211,2022,61,"sql, text, schema"
7707,2022.emnlp-main.482,2022,33,"generation, text, language"
7708,2022.emnlp-main.482,2022,8,"adversarial, attacks, attack"
7709,2022.emnlp-main.482,2022,8,"adversarial, attacks, attack"
7710,2022.emnlp-main.482,2022,-1,noise
7711,2022.emnlp-main.745,2022,33,"generation, text, language"
7712,2022.emnlp-main.745,2022,56,"attention, training, pruning"
7713,2022.emnlp-main.745,2022,56,"attention, training, pruning"
7714,2022.emnlp-main.745,2022,33,"generation, text, language"
7715,2022.emnlp-main.193,2022,36,"stance, detection, news"
7716,2022.emnlp-main.193,2022,36,"stance, detection, news"
7717,2022.emnlp-main.193,2022,36,"stance, detection, news"
7718,2022.emnlp-main.432,2022,6,"visual, vision, image"
7719,2022.emnlp-main.432,2022,6,"visual, vision, image"
7720,2022.emnlp-main.432,2022,6,"visual, vision, image"
7721,2022.emnlp-main.432,2022,6,"visual, vision, image"
7722,2022.emnlp-main.670,2022,6,"visual, vision, image"
7723,2022.emnlp-main.670,2022,6,"visual, vision, image"
7724,2022.emnlp-main.670,2022,56,"attention, training, pruning"
7725,2022.emnlp-main.670,2022,6,"visual, vision, image"
7726,2022.emnlp-main.716,2022,6,"visual, vision, image"
7727,2022.emnlp-main.716,2022,6,"visual, vision, image"
7728,2022.emnlp-main.716,2022,6,"visual, vision, image"
7729,2022.emnlp-main.360,2022,7,"summarization, summaries, summary"
7730,2022.emnlp-main.360,2022,-1,noise
7731,2022.emnlp-main.360,2022,33,"generation, text, language"
7732,2022.emnlp-main.360,2022,33,"generation, text, language"
7733,2022.emnlp-main.360,2022,33,"generation, text, language"
7734,2022.emnlp-main.63,2022,78,"language, large, tuning"
7735,2022.emnlp-main.63,2022,-1,noise
7736,2022.emnlp-main.63,2022,78,"language, large, tuning"
7737,2022.emnlp-main.63,2022,-1,noise
7738,2022.emnlp-main.63,2022,-1,noise
7739,2022.emnlp-main.114,2022,17,"story, stories, narrative"
7740,2022.emnlp-main.114,2022,17,"story, stories, narrative"
7741,2022.emnlp-main.114,2022,17,"story, stories, narrative"
7742,2022.emnlp-main.114,2022,17,"story, stories, narrative"
7743,2022.emnlp-main.114,2022,17,"story, stories, narrative"
7744,2022.emnlp-main.14,2022,-1,noise
7745,2022.emnlp-main.14,2022,-1,noise
7746,2022.emnlp-main.14,2022,23,"explanations, explanation, rationales"
7747,2022.emnlp-main.14,2022,-1,noise
7748,2022.emnlp-main.14,2022,-1,noise
7749,2022.emnlp-main.629,2022,-1,noise
7750,2022.emnlp-main.629,2022,38,"distillation, student, knowledge"
7751,2022.emnlp-main.798,2022,-1,noise
7752,2022.emnlp-main.798,2022,56,"attention, training, pruning"
7753,2022.emnlp-main.798,2022,-1,noise
7754,2022.emnlp-main.798,2022,-1,noise
7755,2022.emnlp-main.798,2022,8,"adversarial, attacks, attack"
7756,2022.emnlp-main.453,2022,6,"visual, vision, image"
7757,2022.emnlp-main.453,2022,6,"visual, vision, image"
7758,2022.emnlp-main.453,2022,6,"visual, vision, image"
7759,2022.emnlp-main.471,2022,-1,noise
7760,2022.emnlp-main.471,2022,-1,noise
7761,2022.emnlp-main.618,2022,56,"attention, training, pruning"
7762,2022.emnlp-main.618,2022,-1,noise
7763,2022.emnlp-main.618,2022,28,"human, annotator, agreement"
7764,2022.emnlp-main.618,2022,28,"human, annotator, agreement"
7765,2022.emnlp-main.618,2022,-1,noise
7766,2022.emnlp-main.141,2022,12,"style, transfer, text"
7767,2022.emnlp-main.141,2022,12,"style, transfer, text"
7768,2022.emnlp-main.141,2022,12,"style, transfer, text"
7769,2022.emnlp-main.141,2022,12,"style, transfer, text"
7770,2022.emnlp-main.141,2022,-1,noise
7771,2022.emnlp-main.141,2022,12,"style, transfer, text"
7772,2022.emnlp-main.162,2022,26,"grammatical, correction, error"
7773,2022.emnlp-main.162,2022,26,"grammatical, correction, error"
7774,2022.emnlp-main.162,2022,54,"parsing, dependency, constituency"
7775,2022.emnlp-main.162,2022,-1,noise
7776,2022.emnlp-main.162,2022,54,"parsing, dependency, constituency"
7777,2022.emnlp-main.162,2022,26,"grammatical, correction, error"
7778,2022.emnlp-main.352,2022,56,"attention, training, pruning"
7779,2022.emnlp-main.352,2022,56,"attention, training, pruning"
7780,2022.emnlp-main.352,2022,56,"attention, training, pruning"
7781,2022.emnlp-main.352,2022,56,"attention, training, pruning"
7782,2022.emnlp-main.352,2022,78,"language, large, tuning"
7783,2022.emnlp-main.503,2022,-1,noise
7784,2022.emnlp-main.503,2022,-1,noise
7785,2022.emnlp-main.503,2022,71,"multilingual, lingual, language"
7786,2022.emnlp-main.503,2022,-1,noise
7787,2022.emnlp-main.52,2022,65,"entity, linking, mention"
7788,2022.emnlp-main.52,2022,65,"entity, linking, mention"
7789,2022.emnlp-main.52,2022,65,"entity, linking, mention"
7790,2022.emnlp-main.52,2022,65,"entity, linking, mention"
7791,2022.emnlp-main.52,2022,65,"entity, linking, mention"
7792,2022.emnlp-main.52,2022,-1,noise
7793,2022.emnlp-main.354,2022,41,"speech, speaker, audio"
7794,2022.emnlp-main.354,2022,41,"speech, speaker, audio"
7795,2022.emnlp-main.354,2022,41,"speech, speaker, audio"
7796,2022.emnlp-main.354,2022,42,"speech, translation, end"
7797,2022.emnlp-main.760,2022,-1,noise
7798,2022.emnlp-main.760,2022,78,"language, large, tuning"
7799,2022.emnlp-main.760,2022,78,"language, large, tuning"
7800,2022.emnlp-main.796,2022,35,"hate, offensive, speech"
7801,2022.emnlp-main.796,2022,35,"hate, offensive, speech"
7802,2022.emnlp-main.796,2022,35,"hate, offensive, speech"
7803,2022.emnlp-main.796,2022,35,"hate, offensive, speech"
7804,2022.emnlp-main.796,2022,35,"hate, offensive, speech"
7805,2022.emnlp-main.324,2022,-1,noise
7806,2022.emnlp-main.324,2022,-1,noise
7807,2022.emnlp-main.324,2022,-1,noise
7808,2022.emnlp-main.324,2022,-1,noise
7809,2022.emnlp-main.492,2022,69,"morphological, inflection, reinflection"
7810,2022.emnlp-main.492,2022,69,"morphological, inflection, reinflection"
7811,2022.emnlp-main.492,2022,69,"morphological, inflection, reinflection"
7812,2022.emnlp-main.492,2022,69,"morphological, inflection, reinflection"
7813,2022.emnlp-main.363,2022,43,"translation, machine, neural"
7814,2022.emnlp-main.363,2022,43,"translation, machine, neural"
7815,2022.emnlp-main.363,2022,43,"translation, machine, neural"
7816,2022.emnlp-main.204,2022,-1,noise
7817,2022.emnlp-main.204,2022,-1,noise
7818,2022.emnlp-main.204,2022,57,"retrieval, dense, retrievers"
7819,2022.emnlp-main.204,2022,-1,noise
7820,2022.emnlp-main.790,2022,71,"multilingual, lingual, language"
7821,2022.emnlp-main.790,2022,47,"prompt, prompts, tuning"
7822,2022.emnlp-main.790,2022,-1,noise
7823,2022.emnlp-main.790,2022,71,"multilingual, lingual, language"
7824,2022.emnlp-main.530,2022,6,"visual, vision, image"
7825,2022.emnlp-main.530,2022,6,"visual, vision, image"
7826,2022.emnlp-main.530,2022,6,"visual, vision, image"
7827,2022.emnlp-main.365,2022,10,"event, extraction, temporal"
7828,2022.emnlp-main.365,2022,10,"event, extraction, temporal"
7829,2022.emnlp-main.365,2022,10,"event, extraction, temporal"
7830,2022.emnlp-main.365,2022,17,"story, stories, narrative"
7831,2022.emnlp-main.365,2022,10,"event, extraction, temporal"
7832,2022.emnlp-main.806,2022,19,"discourse, segmentation, relation"
7833,2022.emnlp-main.806,2022,68,"question, answering, questions"
7834,2022.emnlp-main.806,2022,68,"question, answering, questions"
7835,2022.emnlp-main.806,2022,68,"question, answering, questions"
7836,2022.emnlp-main.44,2022,8,"adversarial, attacks, attack"
7837,2022.emnlp-main.44,2022,8,"adversarial, attacks, attack"
7838,2022.emnlp-main.44,2022,8,"adversarial, attacks, attack"
7839,2022.emnlp-main.275,2022,56,"attention, training, pruning"
7840,2022.emnlp-main.275,2022,-1,noise
7841,2022.emnlp-main.275,2022,56,"attention, training, pruning"
7842,2022.emnlp-main.275,2022,-1,noise
7843,2022.emnlp-main.558,2022,-1,noise
7844,2022.emnlp-main.558,2022,-1,noise
7845,2022.emnlp-main.558,2022,-1,noise
7846,2022.emnlp-main.558,2022,74,"embeddings, sentence, embedding"
7847,2022.emnlp-main.586,2022,6,"visual, vision, image"
7848,2022.emnlp-main.586,2022,6,"visual, vision, image"
7849,2022.emnlp-main.586,2022,6,"visual, vision, image"
7850,2022.emnlp-main.517,2022,-1,noise
7851,2022.emnlp-main.517,2022,56,"attention, training, pruning"
7852,2022.emnlp-main.517,2022,56,"attention, training, pruning"
7853,2022.emnlp-main.517,2022,56,"attention, training, pruning"
7854,2022.emnlp-main.293,2022,-1,noise
7855,2022.emnlp-main.293,2022,-1,noise
7856,2022.emnlp-main.293,2022,-1,noise
7857,2022.emnlp-main.293,2022,-1,noise
7858,2022.emnlp-main.293,2022,-1,noise
7859,2022.emnlp-main.293,2022,-1,noise
7860,2022.emnlp-main.475,2022,56,"attention, training, pruning"
7861,2022.emnlp-main.475,2022,43,"translation, machine, neural"
7862,2022.emnlp-main.475,2022,43,"translation, machine, neural"
7863,2022.emnlp-main.322,2022,78,"language, large, tuning"
7864,2022.emnlp-main.322,2022,-1,noise
7865,2022.emnlp-main.322,2022,78,"language, large, tuning"
7866,2022.emnlp-main.128,2022,-1,noise
7867,2022.emnlp-main.128,2022,-1,noise
7868,2022.emnlp-main.128,2022,-1,noise
7869,2022.emnlp-main.128,2022,-1,noise
7870,2022.emnlp-main.128,2022,-1,noise
7871,2022.emnlp-main.177,2022,11,"dialogue, dialog, dialogues"
7872,2022.emnlp-main.177,2022,11,"dialogue, dialog, dialogues"
7873,2022.emnlp-main.609,2022,20,"argument, argumentative, arguments"
7874,2022.emnlp-main.609,2022,-1,noise
7875,2022.emnlp-main.761,2022,-1,noise
7876,2022.emnlp-main.761,2022,-1,noise
7877,2022.emnlp-main.761,2022,-1,noise
7878,2022.emnlp-main.761,2022,-1,noise
7879,2022.emnlp-main.761,2022,-1,noise
7880,2022.emnlp-main.320,2022,-1,noise
7881,2022.emnlp-main.320,2022,-1,noise
7882,2022.emnlp-main.320,2022,6,"visual, vision, image"
7883,2022.emnlp-main.648,2022,6,"visual, vision, image"
7884,2022.emnlp-main.648,2022,6,"visual, vision, image"
7885,2022.emnlp-main.648,2022,41,"speech, speaker, audio"
7886,2022.emnlp-main.362,2022,6,"visual, vision, image"
7887,2022.emnlp-main.362,2022,6,"visual, vision, image"
7888,2022.emnlp-main.362,2022,56,"attention, training, pruning"
7889,2022.emnlp-main.362,2022,6,"visual, vision, image"
7890,2022.emnlp-main.669,2022,57,"retrieval, dense, retrievers"
7891,2022.emnlp-main.669,2022,57,"retrieval, dense, retrievers"
7892,2022.emnlp-main.669,2022,57,"retrieval, dense, retrievers"
7893,2022.emnlp-main.669,2022,57,"retrieval, dense, retrievers"
7894,2022.emnlp-main.196,2022,16,"intent, shot, classification"
7895,2022.emnlp-main.196,2022,16,"intent, shot, classification"
7896,2022.emnlp-main.196,2022,15,"shot, zero, learning"
7897,2022.emnlp-main.143,2022,56,"attention, training, pruning"
7898,2022.emnlp-main.143,2022,6,"visual, vision, image"
7899,2022.emnlp-main.143,2022,6,"visual, vision, image"
7900,2022.emnlp-main.408,2022,7,"summarization, summaries, summary"
7901,2022.emnlp-main.408,2022,7,"summarization, summaries, summary"
7902,2022.emnlp-main.509,2022,15,"shot, zero, learning"
7903,2022.emnlp-main.509,2022,15,"shot, zero, learning"
7904,2022.emnlp-main.509,2022,15,"shot, zero, learning"
7905,2022.emnlp-main.509,2022,-1,noise
7906,2022.emnlp-main.417,2022,68,"question, answering, questions"
7907,2022.emnlp-main.417,2022,68,"question, answering, questions"
7908,2022.emnlp-main.417,2022,68,"question, answering, questions"
7909,2022.emnlp-main.417,2022,68,"question, answering, questions"
7910,2022.emnlp-main.358,2022,-1,noise
7911,2022.emnlp-main.358,2022,18,"emotion, emotions, conversations"
7912,2022.emnlp-main.358,2022,-1,noise
7913,2022.emnlp-main.286,2022,-1,noise
7914,2022.emnlp-main.286,2022,-1,noise
7915,2022.emnlp-main.286,2022,58,"relation, extraction, document"
7916,2022.emnlp-main.546,2022,6,"visual, vision, image"
7917,2022.emnlp-main.546,2022,6,"visual, vision, image"
7918,2022.emnlp-main.425,2022,8,"adversarial, attacks, attack"
7919,2022.emnlp-main.425,2022,78,"language, large, tuning"
7920,2022.emnlp-main.425,2022,8,"adversarial, attacks, attack"
7921,2022.emnlp-main.425,2022,8,"adversarial, attacks, attack"
7922,2022.emnlp-main.338,2022,33,"generation, text, language"
7923,2022.emnlp-main.338,2022,74,"embeddings, sentence, embedding"
7924,2022.emnlp-main.338,2022,33,"generation, text, language"
7925,2022.emnlp-main.30,2022,7,"summarization, summaries, summary"
7926,2022.emnlp-main.30,2022,7,"summarization, summaries, summary"
7927,2022.emnlp-main.30,2022,7,"summarization, summaries, summary"
7928,2022.emnlp-main.30,2022,56,"attention, training, pruning"
7929,2022.emnlp-main.295,2022,56,"attention, training, pruning"
7930,2022.emnlp-main.295,2022,56,"attention, training, pruning"
7931,2022.emnlp-main.197,2022,59,"query, passage, question"
7932,2022.emnlp-main.197,2022,-1,noise
7933,2022.emnlp-main.197,2022,-1,noise
7934,2022.emnlp-main.197,2022,56,"attention, training, pruning"
7935,2022.emnlp-main.197,2022,-1,noise
7936,2022.emnlp-main.502,2022,-1,noise
7937,2022.emnlp-main.502,2022,-1,noise
7938,2022.emnlp-main.502,2022,56,"attention, training, pruning"
7939,2022.emnlp-main.714,2022,11,"dialogue, dialog, dialogues"
7940,2022.emnlp-main.714,2022,24,"response, generation, responses"
7941,2022.emnlp-main.714,2022,11,"dialogue, dialog, dialogues"
7942,2022.emnlp-main.714,2022,-1,noise
7943,2022.emnlp-main.505,2022,41,"speech, speaker, audio"
7944,2022.emnlp-main.505,2022,41,"speech, speaker, audio"
7945,2022.emnlp-main.505,2022,41,"speech, speaker, audio"
7946,2022.emnlp-main.505,2022,41,"speech, speaker, audio"
7947,2022.emnlp-main.505,2022,41,"speech, speaker, audio"
7948,2022.emnlp-main.505,2022,41,"speech, speaker, audio"
7949,2022.emnlp-main.346,2022,-1,noise
7950,2022.emnlp-main.346,2022,56,"attention, training, pruning"
7951,2022.emnlp-main.346,2022,-1,noise
7952,2022.emnlp-main.346,2022,56,"attention, training, pruning"
7953,2022.emnlp-main.346,2022,57,"retrieval, dense, retrievers"
7954,2022.emnlp-main.711,2022,-1,noise
7955,2022.emnlp-main.711,2022,-1,noise
7956,2022.emnlp-main.711,2022,-1,noise
7957,2022.emnlp-main.711,2022,-1,noise
7958,2022.emnlp-main.774,2022,43,"translation, machine, neural"
7959,2022.emnlp-main.774,2022,43,"translation, machine, neural"
7960,2022.emnlp-main.526,2022,11,"dialogue, dialog, dialogues"
7961,2022.emnlp-main.526,2022,11,"dialogue, dialog, dialogues"
7962,2022.emnlp-main.526,2022,11,"dialogue, dialog, dialogues"
7963,2022.emnlp-main.526,2022,11,"dialogue, dialog, dialogues"
7964,2022.emnlp-main.109,2022,14,"classification, text, label"
7965,2022.emnlp-main.109,2022,-1,noise
7966,2022.emnlp-main.109,2022,-1,noise
7967,2022.emnlp-main.109,2022,14,"classification, text, label"
7968,2022.emnlp-main.419,2022,10,"event, extraction, temporal"
7969,2022.emnlp-main.419,2022,-1,noise
7970,2022.emnlp-main.419,2022,-1,noise
7971,2022.emnlp-main.419,2022,-1,noise
7972,2022.emnlp-main.699,2022,33,"generation, text, language"
7973,2022.emnlp-main.699,2022,7,"summarization, summaries, summary"
7974,2022.emnlp-main.814,2022,-1,noise
7975,2022.emnlp-main.814,2022,-1,noise
7976,2022.emnlp-main.814,2022,-1,noise
7977,2022.emnlp-main.814,2022,68,"question, answering, questions"
7978,2022.emnlp-main.387,2022,78,"language, large, tuning"
7979,2022.emnlp-main.387,2022,78,"language, large, tuning"
7980,2022.emnlp-main.387,2022,78,"language, large, tuning"
7981,2022.emnlp-main.387,2022,78,"language, large, tuning"
7982,2022.emnlp-main.387,2022,78,"language, large, tuning"
7983,2022.emnlp-main.306,2022,-1,noise
7984,2022.emnlp-main.306,2022,-1,noise
7985,2022.emnlp-main.306,2022,-1,noise
7986,2022.emnlp-main.306,2022,-1,noise
7987,2022.emnlp-main.306,2022,-1,noise
7988,2022.emnlp-main.54,2022,57,"retrieval, dense, retrievers"
7989,2022.emnlp-main.54,2022,-1,noise
7990,2022.emnlp-main.54,2022,-1,noise
7991,2022.emnlp-main.54,2022,-1,noise
7992,2022.emnlp-main.709,2022,15,"shot, zero, learning"
7993,2022.emnlp-main.709,2022,16,"intent, shot, classification"
7994,2022.emnlp-main.198,2022,59,"query, passage, question"
7995,2022.emnlp-main.198,2022,59,"query, passage, question"
7996,2022.emnlp-main.198,2022,59,"query, passage, question"
7997,2022.emnlp-main.198,2022,-1,noise
7998,2022.emnlp-main.458,2022,43,"translation, machine, neural"
7999,2022.emnlp-main.458,2022,43,"translation, machine, neural"
8000,2022.emnlp-main.458,2022,-1,noise
8001,2022.emnlp-main.458,2022,43,"translation, machine, neural"
8002,2022.emnlp-main.458,2022,43,"translation, machine, neural"
8003,2022.emnlp-main.18,2022,16,"intent, shot, classification"
8004,2022.emnlp-main.18,2022,16,"intent, shot, classification"
8005,2022.emnlp-main.18,2022,56,"attention, training, pruning"
8006,2022.emnlp-main.525,2022,22,"claim, claims, legal"
8007,2022.emnlp-main.525,2022,22,"claim, claims, legal"
8008,2022.emnlp-main.525,2022,22,"claim, claims, legal"
8009,2022.emnlp-main.525,2022,22,"claim, claims, legal"
8010,2022.emnlp-main.107,2022,-1,noise
8011,2022.emnlp-main.107,2022,53,"graph, knowledge, completion"
8012,2022.emnlp-main.107,2022,56,"attention, training, pruning"
8013,2022.emnlp-main.107,2022,53,"graph, knowledge, completion"
8014,2022.emnlp-main.107,2022,53,"graph, knowledge, completion"
8015,2022.emnlp-main.701,2022,-1,noise
8016,2022.emnlp-main.701,2022,-1,noise
8017,2022.emnlp-main.701,2022,-1,noise
8018,2022.emnlp-main.701,2022,57,"retrieval, dense, retrievers"
8019,2022.emnlp-main.20,2022,68,"question, answering, questions"
8020,2022.emnlp-main.20,2022,-1,noise
8021,2022.emnlp-main.20,2022,68,"question, answering, questions"
8022,2022.emnlp-main.20,2022,68,"question, answering, questions"
8023,2022.emnlp-main.20,2022,-1,noise
8024,2022.emnlp-main.6,2022,8,"adversarial, attacks, attack"
8025,2022.emnlp-main.6,2022,8,"adversarial, attacks, attack"
8026,2022.emnlp-main.6,2022,8,"adversarial, attacks, attack"
8027,2022.emnlp-main.219,2022,18,"emotion, emotions, conversations"
8028,2022.emnlp-main.219,2022,6,"visual, vision, image"
8029,2022.emnlp-main.43,2022,-1,noise
8030,2022.emnlp-main.43,2022,-1,noise
8031,2022.emnlp-main.43,2022,65,"entity, linking, mention"
8032,2022.emnlp-main.43,2022,68,"question, answering, questions"
8033,2022.emnlp-main.43,2022,56,"attention, training, pruning"
8034,2022.emnlp-main.754,2022,56,"attention, training, pruning"
8035,2022.emnlp-main.754,2022,56,"attention, training, pruning"
8036,2022.emnlp-main.754,2022,56,"attention, training, pruning"
8037,2022.emnlp-main.754,2022,43,"translation, machine, neural"
8038,2022.emnlp-main.754,2022,43,"translation, machine, neural"
8039,2022.emnlp-main.267,2022,-1,noise
8040,2022.emnlp-main.267,2022,11,"dialogue, dialog, dialogues"
8041,2022.emnlp-main.267,2022,11,"dialogue, dialog, dialogues"
8042,2022.emnlp-main.267,2022,11,"dialogue, dialog, dialogues"
